timestamp,source_ip,destination_ip,source_port,destination_port,protocol,action
2023-09-07 00:08:36,118.131.235.116,220.247.48.214,56111.0,65029.0,TCP,ALLOW
2023-03-27 18:02:44,154.110.25.151,185.121.216.208,26578.0,22638.0,UDP,ALLOW
2023-07-15 04:16:46,9.155.99.249,4.182.56.39,28783.0,9727.0,ICMP,ALLOW
2023-07-06 15:36:58,166.184.33.163,52.81.237.24,6619.0,58159.0,ICMP,ALLOW
2023-07-06 19:51:20,78.64.41.63,129.61.78.251,29722.0,23363.0,UDP,ALLOW
2023-02-14 00:28:37,74.52.97.131,66.18.107.204,35354.0,45966.0,ICMP,ALLOW
2023-11-21 18:02:34,93.30.57.92,207.166.111.21,,33079.0,UDP,ALLOW
2023-02-25 21:11:32,,184.209.175.177,41909.0,34130.0,TCP,ALLOW
2023-03-14 20:44:36,86.196.106.189,109.36.228.92,51627.0,45095.0,ICMP,DENY
2023-08-29 12:05:20,110.134.196.167,181.40.48.221,59333.0,2441.0,TCP,ALLOW
2023-05-04 20:06:42,167.154.135.98,255.204.211.70,42374.0,30379.0,TCP,DENY
2023-06-05 15:53:16,31.82.227.92,129.164.119.112,39019.0,36388.0,UDP,DENY
2023-11-04 05:13:18,212.248.8.195,74.164.57.115,3468.0,8576.0,TCP,ALLOW
2023-11-23 07:31:26,234.190.107.151,124.245.156.224,63303.0,15723.0,UDP,ALLOW
2023-02-11 11:52:18,192.148.149.187,141.42.23.44,560.0,63468.0,ICMP,ALLOW
2023-04-12 02:29:48,108.54.51.81,160.206.73.252,18632.0,31510.0,ICMP,DENY
2023-03-13 13:09:59,6.158.234.92,17.90.112.112,57296.0,25538.0,ICMP,ALLOW
2023-10-10 08:27:20,144.132.60.166,117.59.38.249,26443.0,42853.0,UDP,DENY
2023-10-08 20:31:12,45.84.1.235,67.198.127.135,45773.0,43434.0,UDP,ALLOW
2023-08-03 11:01:31,140.182.149.123,50.57.249.231,5098.0,59795.0,TCP,DENY
2023-07-23 14:27:11,74.91.224.242,33.141.46.77,33952.0,51375.0,TCP,DENY
2023-11-01 22:29:17,132.93.62.205,199.75.149.35,53020.0,42764.0,UDP,ALLOW
2023-07-20 07:37:12,182.89.44.116,127.70.74.178,49958.0,29256.0,ICMP,ALLOW
2023-03-22 23:54:47,13.224.212.179,29.233.45.205,57231.0,39308.0,UDP,DENY
2023-08-28 22:48:57,58.80.123.35,255.28.82.190,57853.0,39679.0,UDP,DENY
2023-09-13 13:50:01,6.11.119.65,58.218.2.148,41721.0,5645.0,ICMP,ALLOW
2023-04-25 15:02:28,216.155.127.9,18.241.172.58,3362.0,48608.0,ICMP,ALLOW
2023-10-31 09:35:49,42.76.5.5,231.0.85.87,32204.0,37013.0,TCP,DENY
2023-09-10 04:15:14,91.104.251.236,66.226.210.52,16002.0,15520.0,UDP,DENY
2023-02-15 12:54:24,37.125.175.212,114.80.239.117,11105.0,25364.0,UDP,DENY
2023-04-07 22:05:31,151.219.242.208,71.135.91.40,31030.0,31449.0,ICMP,DENY
2023-03-16 16:32:00,82.176.73.230,86.196.100.76,17464.0,44396.0,TCP,ALLOW
2023-08-01 08:09:53,99.59.179.67,213.63.156.96,23035.0,59614.0,TCP,ALLOW
2023-04-25 01:34:13,219.177.183.250,133.171.223.118,47197.0,59045.0,ICMP,ALLOW
2023-09-26 08:14:56,11.144.221.223,121.216.240.11,45877.0,49231.0,UDP,ALLOW
2023-09-17 08:04:02,153.29.195.184,14.202.239.250,16071.0,43987.0,ICMP,ALLOW
2023-12-08 03:52:19,31.78.217.216,62.112.171.167,12631.0,50632.0,TCP,ALLOW
2023-03-05 06:07:53,143.221.91.107,239.61.57.243,11068.0,7124.0,TCP,ALLOW
2023-11-29 22:45:29,214.223.40.79,221.227.197.41,26310.0,57213.0,TCP,DENY
2023-04-29 03:21:24,135.43.96.234,240.185.180.250,55200.0,7762.0,UDP,DENY
2023-02-12 20:23:37,172.16.112.162,240.46.60.78,65143.0,31542.0,ICMP,ALLOW
2023-11-28 04:57:29,27.205.146.210,230.198.131.168,18167.0,14458.0,ICMP,ALLOW
2023-11-21 14:11:06,118.140.41.17,90.66.69.14,58743.0,50508.0,UDP,DENY
2023-08-14 13:40:46,119.15.50.251,244.216.30.112,40526.0,42653.0,ICMP,DENY
2023-08-08 03:53:47,107.48.111.84,245.30.108.103,44686.0,17154.0,ICMP,DENY
2023-10-13 15:04:31,54.116.81.16,137.196.186.60,35570.0,29088.0,TCP,ALLOW
2023-10-02 04:38:37,115.64.59.171,41.214.170.71,1399.0,26016.0,ICMP,ALLOW
2023-03-30 22:56:56,206.102.193.91,236.86.214.193,58140.0,37754.0,ICMP,ALLOW
2023-12-04 09:20:31,39.78.61.146,73.209.182.79,70000.0,38947.0,UDP,DENY
2023-05-16 01:09:46,146.168.247.196,171.213.124.221,9760.0,51217.0,UDP,ALLOW
2023-12-17 02:55:30,151.200.64.176,13.193.149.188,61380.0,52671.0,UDP,ALLOW
2023-05-20 01:27:21,199.151.49.254,204.147.255.239,34470.0,21664.0,ICMP,ALLOW
2023-06-06 01:49:10,13.150.171.192,124.154.172.99,15537.0,36179.0,ICMP,DENY
2023-11-28 11:38:11,216.169.217.26,114.181.41.64,11569.0,33152.0,ICMP,ALLOW
2023-10-29 09:10:12,119.120.197.132,128.121.52.115,53063.0,14434.0,TCP,ALLOW
2023-09-17 03:28:48,99.65.60.78,100.189.173.60,,2069.0,TCP,ALLOW
2023-12-02 09:37:28,3.247.215.124,219.176.210.125,4603.0,13687.0,TCP,DENY
2023-06-16 19:45:06,247.183.149.98,137.195.233.53,36006.0,,ICMP,ALLOW
2023-02-06 05:28:11,10.222.121.44,247.25.21.204,54380.0,56672.0,UDP,DENY
2023-06-15 13:42:52,10.33.38.34,175.136.113.109,44875.0,20419.0,TCP,ALLOW
2023-10-18 16:00:57,240.12.35.58,29.213.189.188,57584.0,4271.0,ICMP,DENY
2023-02-24 12:17:08,118.108.222.216,,9713.0,27067.0,TCP,ALLOW
2023-01-17 07:49:39,7.132.13.204,220.3.72.86,40280.0,23347.0,TCP,DENY
2023-05-13 05:53:01,999.999.999.999,198.19.151.108,37792.0,61428.0,UDP,ALLOW
2023-09-28 12:42:49,75.187.207.158,135.39.181.6,56572.0,2852.0,TCP,ALLOW
2023-10-16 01:25:02,27.40.103.41,126.77.48.129,50817.0,23233.0,UDP,ALLOW
2023-03-09 17:43:15,45.77.82.104,73.164.90.245,56312.0,65028.0,ICMP,DENY
2023-12-22 05:03:04,16.233.116.179,251.249.193.39,35722.0,-1.0,TCP,ALLOW
2023-10-02 22:15:02,234.244.103.72,234.154.224.236,47794.0,25152.0,UDP,ALLOW
2023-08-01 18:05:06,184.8.50.44,230.236.175.123,53578.0,8154.0,UDP,ALLOW
2023-12-02 04:22:26,53.206.174.99,125.224.17.177,41641.0,2900.0,ICMP,ALLOW
2023-12-12 07:04:21,222.19.204.99,176.66.184.126,32362.0,5215.0,TCP,DENY
2023-10-31 11:55:02,87.58.173.202,176.11.229.192,9087.0,50682.0,TCP,ALLOW
2023-12-10 06:33:58,197.200.144.58,95.222.88.26,966.0,32456.0,,DENY
2023-04-17 15:34:57,109.177.250.43,229.151.66.6,47081.0,13695.0,ICMP,DENY
2023-02-05 15:11:36,45.38.86.114,87.80.211.223,9031.0,38180.0,ICMP,ALLOW
2023-06-21 12:21:59,81.60.16.149,47.219.40.115,40118.0,47070.0,ICMP,ALLOW
2023-08-04 23:44:43,89.246.5.216,248.246.102.196,18245.0,21021.0,ICMP,DENY
2023-08-08 21:12:05,13.82.156.9,77.215.235.131,14846.0,2635.0,UDP,ALLOW
2023-12-06 13:21:41,203.145.86.196,244.209.0.203,60757.0,63655.0,TCP,DENY
2023-07-16 04:18:13,217.190.179.142,192.245.7.39,3192.0,3719.0,TCP,DENY
2023-10-11 03:07:12,28.190.35.96,143.110.245.58,48126.0,27846.0,UDP,ALLOW
2023-07-05 10:46:51,4.240.53.37,128.150.230.109,25193.0,38197.0,UDP,ALLOW
2023-03-19 00:52:51,173.10.115.8,21.47.27.216,30904.0,51541.0,ICMP,DENY
2023-12-16 01:38:14,162.58.208.52,141.103.119.193,54830.0,21676.0,ICMP,DENY
2023-10-20 06:12:36,241.68.154.82,41.118.239.20,37883.0,36659.0,TCP,DENY
2023-10-27 21:58:33,49.29.161.253,135.37.44.98,36722.0,36549.0,UDP,DENY
2023-12-14 12:44:33,144.20.161.33,113.6.181.132,15458.0,24343.0,UDP,DENY
2023-05-15 17:03:28,211.172.245.50,94.215.181.72,45870.0,56777.0,UDP,ALLOW
2023-08-24 16:15:10,122.203.33.37,131.254.137.164,2821.0,30088.0,UDP,DENY
2023-08-15 06:29:56,96.211.218.25,61.26.117.42,32088.0,53033.0,ICMP,ALLOW
2023-03-05 21:56:11,175.144.88.115,60.102.173.30,45054.0,13163.0,TCP,ALLOW
2023-07-06 14:00:24,3.210.125.82,8.191.187.14,59687.0,42506.0,TCP,ALLOW
2023-09-11 18:35:59,193.129.76.119,150.123.245.69,50010.0,49304.0,ICMP,ALLOW
2023-03-16 19:44:03,28.91.119.212,34.130.123.128,27665.0,54716.0,UDP,ALLOW
2023-04-15 09:09:24,110.102.88.243,247.166.184.91,10365.0,58421.0,UDP,ALLOW
2023-08-20 20:39:22,58.88.196.187,232.50.106.168,40549.0,23715.0,UDP,DENY
2023-01-21 19:14:21,230.107.133.148,68.41.152.249,3463.0,60523.0,TCP,DENY
2023-04-06 12:56:57,215.23.122.205,50.8.79.197,34100.0,9811.0,TCP,ALLOW
2023-08-05 18:30:54,178.175.103.20,85.37.15.3,46251.0,7660.0,TCP,DENY
2023-05-21 08:59:50,202.186.57.26,109.242.63.174,14799.0,42899.0,TCP,
2023-11-04 16:52:08,238.150.87.56,127.84.145.221,14686.0,56372.0,UDP,DENY
2023-08-03 02:31:02,36.5.173.216,87.227.164.58,52908.0,15345.0,UDP,DENY
2023-11-07 17:41:09,61.209.32.199,233.237.30.185,22630.0,49565.0,UDP,DENY
2023-06-12 23:27:52,142.42.200.103,94.85.115.131,41273.0,17964.0,ICMP,DENY
2023-11-08 02:25:43,112.97.243.189,236.11.21.23,1741.0,6945.0,UDP,ALLOW
2023-10-16 04:57:11,23.238.40.29,129.16.25.187,17725.0,5144.0,UDP,DENY
2023-06-17 10:36:37,97.117.242.168,26.90.173.14,47877.0,23899.0,UDP,DENY
2023-08-20 01:42:49,84.246.135.198,250.158.3.82,50512.0,48033.0,UDP,DENY
2023-07-01 05:09:11,214.149.223.116,13.35.72.171,20459.0,12140.0,UDP,ALLOW
2023-05-30 06:15:15,207.37.250.253,999.999.999.999,23968.0,48183.0,UDP,ALLOW
2023-12-23 10:44:04,171.184.58.125,24.44.146.135,37717.0,31549.0,UDP,ALLOW
2023-12-20 02:33:13,233.35.43.192,249.56.241.193,40933.0,30956.0,ICMP,DENY
2023-09-23 16:14:11,54.90.252.94,13.119.158.76,57575.0,833.0,TCP,ALLOW
2023-12-06 00:05:08,223.229.254.199,191.254.145.142,14540.0,45885.0,TCP,DENY
2023-03-09 12:27:26,253.251.251.180,53.16.45.195,36264.0,31583.0,ICMP,DENY
2023-01-29 14:51:47,43.52.98.70,80.11.155.128,16238.0,38306.0,UDP,ALLOW
2023-12-04 15:00:29,101.68.30.246,77.20.216.113,4228.0,56412.0,UDP,ALLOW
2023-05-23 14:41:56,111.190.114.169,35.188.156.175,35026.0,2511.0,UDP,DENY
2023-09-04 23:49:32,215.226.9.61,247.221.209.78,23952.0,63296.0,ICMP,ALLOW
2023-04-19 09:16:14,211.135.60.216,68.203.29.152,52119.0,54466.0,ICMP,ALLOW
2023-09-19 03:03:13,64.225.6.242,36.44.191.151,32084.0,22728.0,ICMP,DENY
2023-06-16 02:24:41,217.166.49.42,254.239.247.241,42805.0,3984.0,ICMP,DENY
2023-09-02 14:31:35,78.81.25.88,8.43.250.225,19228.0,9813.0,TCP,DENY
2023-11-21 20:59:15,166.51.210.81,204.53.103.53,43744.0,64939.0,TCP,DENY
2023-02-26 17:59:57,41.47.42.143,112.39.195.133,26839.0,33100.0,UDP,DENY
2023-11-08 08:06:49,134.1.63.185,61.121.113.196,48647.0,56786.0,ICMP,DENY
2023-07-26 14:06:50,254.133.217.198,250.232.137.52,55048.0,47544.0,UDP,DENY
2023-06-06 07:20:34,196.203.210.54,21.149.243.240,46715.0,41627.0,ICMP,DENY
2023-04-16 13:58:15,247.29.109.117,151.204.32.239,22888.0,57261.0,UDP,DENY
2023-02-01 06:26:40,50.156.174.84,58.90.118.122,17386.0,36583.0,ICMP,ALLOW
2023-07-30 05:15:59,176.19.99.200,21.214.158.204,21891.0,61707.0,ICMP,ALLOW
2023-01-31 19:32:50,146.151.209.126,113.249.51.243,54707.0,,ICMP,DENY
2023-09-24 00:44:57,195.225.5.55,88.117.196.153,56873.0,55443.0,TCP,DENY
2023-12-22 03:18:26,117.253.167.90,229.26.194.168,43536.0,27655.0,ICMP,ALLOW
2023-10-30 14:29:55,27.144.81.57,239.215.173.235,55366.0,59895.0,TCP,ALLOW
2023-06-03 08:25:54,31.144.137.68,163.57.237.30,3859.0,11687.0,UDP,DENY
2023-09-09 15:15:57,69.73.166.101,151.11.7.109,28363.0,13744.0,TCP,DENY
2023-06-26 09:46:12,201.41.31.179,131.27.52.73,1422.0,50929.0,UDP,ALLOW
2023-08-05 05:01:29,60.69.203.116,230.29.119.133,37796.0,16424.0,ICMP,DENY
2023-08-03 07:23:11,22.24.93.191,9.247.118.84,42102.0,25274.0,TCP,DENY
2023-10-01 03:42:41,213.121.204.51,218.215.221.233,10730.0,59655.0,ICMP,ALLOW
2023-03-11 22:30:25,46.39.131.25,4.77.224.184,31961.0,50465.0,UDP,ALLOW
2023-04-24 03:55:39,219.202.188.58,3.24.242.17,54202.0,26391.0,TCP,ALLOW
2023-06-19 22:19:04,140.169.162.117,161.192.17.232,19080.0,33768.0,ICMP,DENY
2023-08-03 14:38:15,41.192.96.124,106.90.240.167,39476.0,33221.0,TCP,DENY
2023-03-11 04:17:36,227.131.185.88,70.230.175.42,47571.0,4562.0,ICMP,DENY
2023-12-08 00:52:15,196.225.62.100,243.100.64.137,32363.0,34763.0,UDP,ALLOW
2023-04-03 01:26:41,223.99.36.120,51.167.54.90,20842.0,50160.0,UDP,DENY
2023-07-31 04:52:55,241.184.44.152,133.50.199.219,25313.0,54623.0,ICMP,ALLOW
2023-01-31 05:11:06,205.220.254.80,144.172.220.222,21343.0,59140.0,UDP,DENY
2023-01-18 10:23:10,99.242.208.203,19.79.201.188,38350.0,56750.0,UDP,DENY
2023-03-18 10:28:11,163.52.112.189,91.6.221.189,38168.0,44294.0,TCP,DENY
2023-02-25 18:32:45,245.241.1.6,148.184.20.178,45610.0,48858.0,ICMP,DENY
2023-02-25 07:45:49,17.98.152.123,78.9.184.21,21444.0,60400.0,TCP,DENY
2023-04-10 16:13:07,172.226.26.246,66.46.138.211,30771.0,34249.0,TCP,DENY
2023-11-06 05:45:05,212.69.163.196,142.231.126.46,53085.0,12199.0,ICMP,DENY
2023-02-12 15:36:01,162.93.50.192,148.207.118.154,27716.0,56988.0,UDP,DENY
2023-06-26 03:46:14,119.122.51.9,151.100.194.131,20042.0,6637.0,UDP,ALLOW
2023-03-17 01:27:27,239.153.104.228,157.73.153.124,61194.0,8044.0,UDP,ALLOW
2023-12-05 00:25:39,137.130.194.14,200.155.70.223,16800.0,54065.0,TCP,ALLOW
2023-11-09 07:44:47,44.32.134.201,94.38.11.157,39071.0,54466.0,UDP,ALLOW
2023-08-29 03:18:53,254.34.204.57,252.101.19.18,34409.0,34430.0,UDP,DENY
2023-12-22 13:55:12,43.18.130.238,21.47.158.119,18849.0,10817.0,UDP,DENY
2023-03-02 16:29:48,186.148.105.74,6.39.91.48,1917.0,40673.0,TCP,DENY
2023-12-26 09:26:12,70.197.11.8,129.22.12.134,27320.0,51944.0,ICMP,DENY
2023-02-27 19:13:25,254.159.60.13,240.225.98.219,42762.0,33974.0,TCP,DENY
2023-05-02 09:48:30,212.220.215.192,238.67.18.216,27721.0,36311.0,UDP,ALLOW
2023-09-23 10:58:11,27.232.35.58,64.125.71.173,36240.0,42083.0,TCP,DENY
2023-06-22 23:07:55,112.188.145.54,114.165.211.157,18151.0,11137.0,TCP,DENY
2023-08-05 14:47:00,249.195.149.186,1.245.114.37,43986.0,15508.0,TCP,ALLOW
2023-01-24 21:24:34,243.169.255.68,68.157.159.214,10088.0,8881.0,UDP,ALLOW
2023-12-25 18:43:49,98.141.237.5,18.77.39.4,33298.0,47128.0,TCP,DENY
2023-05-18 23:26:56,231.137.250.175,114.70.61.187,39832.0,54276.0,ICMP,DENY
